   3126880	19931013095402	34.8212	-120.9505	 157.00	  84.00	 119.00	 157.00	  84.00	 119.00	 0.0 	3.670	 0.0 	 21.2200
   3132637	19931119162743	35.4045	-119.4970	 141.00	  61.00	 155.00	 141.00	  61.00	 155.00	 0.0 	2.120	 0.0 	 23.4000
   3133731	19931127044854	34.8262	-120.4212	 152.00	  76.00	 122.00	 152.00	  76.00	 122.00	 0.0 	2.660	 0.0 	 1.5200
   3136196	19931212004509	35.4538	-119.9927	 359.00	  78.00	-118.00	 359.00	  78.00	-118.00	 0.0 	2.620	 0.0 	 8.7500
   3171456	19940608021726	34.8403	-119.6920	 218.00	  86.00	 166.00	 218.00	  86.00	 166.00	 0.0 	2.090	 0.0 	 3.0000
   3186421	19940927231944	34.8172	-120.8818	 212.00	  82.00	-134.00	 212.00	  82.00	-134.00	 0.0 	2.810	 0.0 	 14.6800
   3208157	19950328053641	35.3140	-119.4245	 111.00	  87.00	 136.00	 111.00	  87.00	 136.00	 0.0 	2.920	 0.0 	 21.4600
   3209046	19950405202026	35.7630	-120.3390	 131.00	  68.00	 142.00	 131.00	  68.00	 142.00	 0.0 	3.340	 0.0 	 8.4400
   3218864	19950708002629	35.3985	-119.5417	  82.00	  47.00	  92.00	  82.00	  47.00	  92.00	 0.0 	3.130	 0.0 	 20.8500
   3219378	19950713130804	34.9473	-120.8287	 207.00	  82.00	-136.00	 207.00	  82.00	-136.00	 0.0 	3.080	 0.0 	 12.3700
   3242290	19951108204406	35.1822	-119.4472	 126.00	  31.00	 127.00	 126.00	  31.00	 127.00	 0.0 	2.180	 0.0 	 15.1400
   3251783	19960124075629	34.8993	-119.5597	 169.00	  85.00	 170.00	 169.00	  85.00	 170.00	 0.0 	3.070	 0.0 	 10.0400
   3269839	19960708070747	34.8978	-119.5593	 175.00	  73.00	-151.00	 175.00	  73.00	-151.00	 0.0 	2.450	 0.0 	 9.8800
   7063544	19970327233937	35.2490	-119.4245	 257.00	  69.00	 105.00	 257.00	  69.00	 105.00	 0.0 	2.190	 0.0 	 22.6000
   9010084	19970509181014	34.8202	-120.3087	 190.00	  43.00	-175.00	 190.00	  43.00	-175.00	 0.0 	3.000	 0.0 	 0.4200
   9010927	19970518214533	34.8188	-120.3078	 185.00	  83.00	-144.00	 185.00	  83.00	-144.00	 0.0 	3.150	 0.0 	 0.3000
   9013183	19970613233056	35.1652	-119.4085	 159.00	  47.00	 170.00	 159.00	  47.00	 170.00	 0.0 	2.450	 0.0 	 10.7900
   9033003	19971129030032	35.0178	-119.5172	   6.00	  90.00	 133.00	   6.00	  90.00	 133.00	 0.0 	2.270	 0.0 	 10.3800
   9069249	19981016014811	34.8162	-120.3517	 348.00	  87.00	-180.00	 348.00	  87.00	-180.00	 0.0 	2.940	 0.0 	 3.1300
   9069597	19981021052701	35.6368	-120.9337	 162.00	  87.00	 169.00	 162.00	  87.00	 169.00	 0.0 	3.220	 0.0 	 0.0000
   9074618	19981229045158	35.2838	-119.4903	 233.00	  55.00	  94.00	 233.00	  55.00	  94.00	 0.0 	2.100	 0.0 	 23.8700
   9083733	19990416084000	35.4975	-119.5730	 303.00	  82.00	-172.00	 303.00	  82.00	-172.00	 0.0 	2.830	 0.0 	 31.5500
   9142627	20000312065935	34.9695	-120.7335	 155.00	  80.00	 106.00	 155.00	  80.00	 106.00	 0.0 	3.650	 0.0 	 21.7600
   9165664	20001011193047	35.6237	-119.5195	  14.00	  71.00	 156.00	  14.00	  71.00	 156.00	 0.0 	2.930	 0.0 	 26.9200
   9171215	20001218184216	35.3058	-119.4363	 168.00	  45.00	 131.00	 168.00	  45.00	 131.00	 0.0 	2.780	 0.0 	 2.8300
   9171216	20001218184344	35.3040	-119.4172	  42.00	  24.00	 -17.00	  42.00	  24.00	 -17.00	 0.0 	2.610	 0.0 	 1.4100
   9172370	20010102052244	35.3008	-119.4318	 129.00	  90.00	-102.00	 129.00	  90.00	-102.00	 0.0 	2.690	 0.0 	 0.0200
  11618772	20010624234538	34.9442	-119.4388	 247.00	  44.00	 144.00	 247.00	  44.00	 144.00	 0.0 	2.150	 0.0 	 10.3000
   9705673	20010912134116	34.8832	-119.5598	   8.00	  71.00	-151.00	   8.00	  71.00	-151.00	 0.0 	2.030	 0.0 	 10.6200
   9709589	20010929115000	34.9667	-119.4722	 171.00	  74.00	 170.00	 171.00	  74.00	 170.00	 0.0 	3.010	 0.0 	 12.6000
   9717953	20011031014601	35.7848	-120.3538	 131.00	  89.00	 152.00	 131.00	  89.00	 152.00	 0.0 	2.790	 0.0 	 10.4900
   9721541	20011109030530	34.8793	-119.4757	 201.00	  35.00	 -83.00	 201.00	  35.00	 -83.00	 0.0 	2.070	 0.0 	 12.1800
   9748765	20020115193442	35.5528	-119.4742	 267.00	  88.00	-164.00	 267.00	  88.00	-164.00	 0.0 	2.360	 0.0 	 34.6800
  12451628	20020216201034	35.1612	-119.4155	  84.00	  40.00	  78.00	  84.00	  40.00	  78.00	 0.0 	2.870	 0.0 	 20.3400
   9809025	20020813180325	35.3068	-119.4422	 197.00	  59.00	 171.00	 197.00	  59.00	 171.00	 0.0 	3.150	 0.0 	 2.9700
   9849941	20021012034831	35.6423	-119.6210	 188.00	  33.00	  -9.00	 188.00	  33.00	  -9.00	 0.0 	2.450	 0.0 	 28.7700
  13909920	20021112164825	35.9655	-120.5618	 238.00	  41.00	  34.00	 238.00	  41.00	  34.00	 0.0 	4.220	 0.0 	 12.8500
   9883333	20030127214853	34.8925	-120.4187	 138.00	  67.00	 160.00	 138.00	  67.00	 160.00	 0.0 	2.650	 0.0 	 2.4400
  13930556	20030131122727	34.8915	-120.4195	 140.00	  16.00	-159.00	 140.00	  16.00	-159.00	 0.0 	2.120	 0.0 	 2.6700
   9906317	20030409141052	35.0570	-119.6147	 182.00	  61.00	 146.00	 182.00	  61.00	 146.00	 0.0 	2.600	 0.0 	 13.4200
  13967144	20030526033130	34.9048	-119.5215	 165.00	  63.00	-154.00	 165.00	  63.00	-154.00	 0.0 	2.060	 0.0 	 4.9600
   9941145	20030827085006	35.6178	-119.5343	 356.00	  88.00	-167.00	 356.00	  88.00	-167.00	 0.0 	2.420	 0.0 	 26.3500
   9944669	20030913082324	34.8588	-119.4920	   3.00	  76.00	 164.00	   3.00	  76.00	 164.00	 0.0 	2.900	 0.0 	 10.7200
  13997532	20031015053147	35.3913	-119.9705	 329.00	  53.00	 122.00	 329.00	  53.00	 122.00	 0.0 	2.280	 0.0 	 8.2700
  13997548	20031015074700	35.3915	-119.9705	  51.00	  67.00	 -64.00	  51.00	  67.00	 -64.00	 0.0 	2.040	 0.0 	 8.0100
  13998096	20031018072718	35.2200	-120.8012	 150.00	  70.00	 155.00	 150.00	  70.00	 155.00	 0.0 	3.190	 0.0 	 7.9100
  13998100	20031018073859	35.2230	-120.8012	 176.00	  32.00	-132.00	 176.00	  32.00	-132.00	 0.0 	2.990	 0.0 	 8.2700
  14002392	20031107135526	35.3127	-119.5063	  11.00	  88.00	-120.00	  11.00	  88.00	-120.00	 0.0 	2.310	 0.0 	 22.4400
   9968525	20031224174223	34.7847	-120.4817	 164.00	  77.00	 178.00	 164.00	  77.00	 178.00	 0.0 	3.690	 0.0 	 11.2800
   9973785	20040109073450	35.2730	-120.2782	 106.00	  72.00	 132.00	 106.00	  72.00	 132.00	 0.0 	3.010	 0.0 	 2.8800
   9993521	20040323103440	34.7938	-120.4837	 153.00	  89.00	 167.00	 153.00	  89.00	 167.00	 0.0 	2.700	 0.0 	 9.0100
  14042504	20040331212836	34.8517	-120.2412	  77.00	   6.00	 -12.00	  77.00	   6.00	 -12.00	 0.0 	2.730	 0.0 	 3.2700
   9999337	20040411204010	35.0058	-119.5160	 312.00	  79.00	-169.00	 312.00	  79.00	-169.00	 0.0 	2.880	 0.0 	 12.4700
   9999629	20040412173057	34.8923	-119.5472	 346.00	  87.00	-174.00	 346.00	  87.00	-174.00	 0.0 	2.430	 0.0 	 10.2000
  10001081	20040416205519	34.8502	-120.2357	 189.00	  80.00	 -90.00	 189.00	  80.00	 -90.00	 0.0 	2.730	 0.0 	 2.5300
  10008765	20040514122223	34.8955	-119.4390	 345.00	  60.00	-144.00	 345.00	  60.00	-144.00	 0.0 	2.020	 0.0 	 11.0900
  14073324	20040712115855	35.5703	-119.5090	 225.00	  45.00	-107.00	 225.00	  45.00	-107.00	 0.0 	2.050	 0.0 	 0.7400
  14074120	20040715014322	35.2998	-119.4327	 289.00	  19.00	  18.00	 289.00	  19.00	  18.00	 0.0 	3.500	 0.0 	 2.4400
