1.1541666667e-01 	3.60353e+01 	-1.20590e+02 	8.30000e+00 	 1.66807e+00
2.6692129630e-01 	3.55887e+01 	-1.20725e+02 	5.86000e+00 	 -3.73156e+00
6.3210648148e-01 	3.56292e+01 	-1.20750e+02 	6.91000e+00 	 -3.70257e+00
7.3334490741e-01 	3.59293e+01 	-1.20479e+02 	5.76000e+00 	 -1.70907e+00
8.9645833333e-01 	3.59285e+01 	-1.20477e+02 	5.91000e+00 	 -1.71063e+00
9.4656250000e-01 	3.55528e+01 	-1.20841e+02 	4.92000e+00 	 -3.66548e+00
1.4008449074e+00 	3.60605e+01 	-1.20629e+02 	4.06000e+00 	 -8.34604e-01
1.5228009259e+00 	3.60647e+01 	-1.20625e+02 	3.03000e+00 	 -8.35211e-01
1.5731712963e+00 	3.60588e+01 	-1.20633e+02 	1.10000e-01 	 -8.35462e-01
2.1104861111e+00 	3.55515e+01 	-1.20807e+02 	3.90000e+00 	 -3.61509e+00
2.2467939815e+00 	3.55790e+01 	-1.20776e+02 	4.41000e+00 	 -3.69535e+00
2.6674074074e+00 	3.55448e+01 	-1.20842e+02 	4.90000e+00 	 -3.64917e+00
2.8330208333e+00 	3.59715e+01 	-1.20529e+02 	7.31000e+00 	 2.12064e+00
4.1564699074e+00 	3.55678e+01 	-1.20912e+02 	4.99000e+00 	 -3.74111e+00
4.4117476852e+00 	3.59240e+01 	-1.20472e+02 	5.79000e+00 	 -1.74364e+00
4.9414236111e+00 	3.56120e+01 	-1.20777e+02 	6.78000e+00 	 -3.70489e+00
5.5862731481e+00 	3.55727e+01 	-1.20829e+02 	3.23000e+00 	 -3.66286e+00
5.5862731481e+00 	3.55803e+01 	-1.20843e+02 	6.85000e+00 	 -3.70046e+00
5.8742013889e+00 	3.58555e+01 	-1.20399e+02 	5.13000e+00 	 2.34742e+00
6.5289120370e+00 	3.58987e+01 	-1.20441e+02 	6.46000e+00 	 3.50513e-02
6.5501388889e+00 	3.58993e+01 	-1.20442e+02 	6.18000e+00 	 3.38789e-02
6.7637384259e+00 	3.55765e+01 	-1.20884e+02 	4.69000e+00 	 -3.72940e+00
6.7967361111e+00 	3.55502e+01 	-1.20789e+02 	2.71000e+00 	 -3.61522e+00
6.8154166667e+00 	3.55445e+01 	-1.20772e+02 	4.04000e+00 	 -3.68034e+00
7.1984375000e+00 	3.55067e+01 	-1.20805e+02 	4.36000e+00 	 -3.67676e+00
7.8076273148e+00 	3.58987e+01 	-1.20440e+02 	5.72000e+00 	 -3.32269e-02
8.0352662037e+00 	3.55430e+01 	-1.20763e+02 	1.40000e-01 	 -3.72671e+00
8.2190625000e+00 	3.59283e+01 	-1.20479e+02 	5.02000e+00 	 -1.77818e+00
8.8640740741e+00 	3.59223e+01 	-1.20473e+02 	5.26000e+00 	 6.19586e-01
8.9422800926e+00 	3.57740e+01 	-1.20321e+02 	8.89000e+00 	 1.86789e+00
9.4147453704e+00 	3.58502e+01 	-1.20394e+02 	5.35000e+00 	 2.16705e+00
9.6627662037e+00 	3.57993e+01 	-1.20340e+02 	4.87000e+00 	 1.24226e+00
9.9978935185e+00 	3.59228e+01 	-1.20470e+02 	5.08000e+00 	 -1.79392e+00
1.0098599537e+01 	3.58868e+01 	-1.20427e+02 	6.28000e+00 	 -1.09445e+00
1.0358067130e+01 	3.58577e+01 	-1.20404e+02 	5.41000e+00 	 2.12404e+00
1.0359166667e+01 	3.58573e+01 	-1.20404e+02 	5.30000e+00 	 2.12399e+00
1.0599525463e+01 	3.62418e+01 	-1.20802e+02 	6.97000e+00 	 -3.65777e+00
1.1608831019e+01 	3.59345e+01 	-1.20486e+02 	5.65000e+00 	 -1.80796e+00
1.1874259259e+01 	3.55605e+01 	-1.20798e+02 	4.38000e+00 	 -3.61536e+00
1.2437002315e+01 	3.59100e+01 	-1.20453e+02 	6.54000e+00 	 -2.47415e-01
1.2611030093e+01 	3.58832e+01 	-1.20427e+02 	6.33000e+00 	 -1.13815e+00
1.2824270833e+01 	3.55773e+01 	-1.20879e+02 	4.77000e+00 	 -3.72947e+00
1.2955358796e+01 	3.58950e+01 	-1.20440e+02 	5.37000e+00 	 4.17630e-01
1.3294490741e+01 	3.56037e+01 	-1.20877e+02 	7.67000e+00 	 -3.73639e+00
1.3434629630e+01 	3.59267e+01 	-1.20473e+02 	9.86000e+00 	 -1.82363e+00
1.3461354167e+01 	3.55083e+01 	-1.20827e+02 	7.42000e+00 	 -3.62544e+00
1.4034895833e+01 	3.59610e+01 	-1.20514e+02 	5.38000e+00 	 1.51549e+00
1.5827222222e+01 	3.57727e+01 	-1.20311e+02 	4.40000e+00 	 5.32938e-01
1.7605914352e+01 	3.59235e+01 	-1.20473e+02 	5.52000e+00 	 -1.85852e+00
1.7761562500e+01 	3.59285e+01 	-1.20472e+02 	1.00100e+01 	 -1.85980e+00
1.8428692130e+01 	3.57845e+01 	-1.20333e+02 	9.15000e+00 	 1.50499e+00
1.8884328704e+01 	3.57723e+01 	-1.20322e+02 	8.76000e+00 	 1.49688e+00
1.9106053241e+01 	3.63030e+01 	-1.20879e+02 	5.94000e+00 	 -3.73124e+00
2.0171180556e+01 	3.59582e+01 	-1.20510e+02 	9.12000e+00 	 1.12883e+00
2.0313287037e+01 	3.55270e+01 	-1.20794e+02 	3.84000e+00 	 -3.55654e+00
2.2067442130e+01 	3.58427e+01 	-1.20384e+02 	4.60000e+00 	 1.00917e+00
2.2715821759e+01 	3.59347e+01 	-1.20487e+02 	5.45000e+00 	 -1.89965e+00
2.2810092593e+01 	3.54780e+01 	-1.20782e+02 	5.95000e+00 	 -3.76443e+00
2.3471898148e+01 	3.62250e+01 	-1.20785e+02 	7.25000e+00 	 -3.63087e+00
2.3509490741e+01 	3.55772e+01 	-1.20875e+02 	4.05000e+00 	 -3.72958e+00
2.3801921296e+01 	3.58725e+01 	-1.20418e+02 	6.20000e+00 	 -1.31236e+00
2.4252557870e+01 	3.55405e+01 	-1.20812e+02 	8.02000e+00 	 -3.50258e+00
2.4319421296e+01 	3.59300e+01 	-1.20484e+02 	4.65000e+00 	 -6.44114e-01
2.4429861111e+01 	3.54590e+01 	-1.20752e+02 	5.61000e+00 	 -3.79382e+00
2.4692743056e+01 	3.59058e+01 	-1.20450e+02 	6.27000e+00 	 -6.59469e-01
2.5734699074e+01 	3.55280e+01 	-1.20815e+02 	9.53000e+00 	 -3.46265e+00
2.6692106481e+01 	3.62425e+01 	-1.20800e+02 	7.00000e+00 	 -3.65811e+00
2.6988043981e+01 	3.55247e+01 	-1.20833e+02 	6.50000e+00 	 -3.46272e+00
2.7362777778e+01 	3.59340e+01 	-1.20487e+02 	5.98000e+00 	 -1.93562e+00
2.7451990741e+01 	3.58587e+01 	-1.20404e+02 	5.82000e+00 	 1.55757e+00
3.0569155093e+01 	3.58953e+01 	-1.20439e+02 	6.68000e+00 	 -1.20168e-01
3.0872534722e+01 	3.54982e+01 	-1.20785e+02 	3.75000e+00 	 -3.72679e+00
