8000.00000 	 7000.00000 	 0.02200 	 -574.56060 	1
8000.00000 	 8500.00000 	 0.02200 	 39.73064 	1
8000.00000 	 10000.00000 	 0.02200 	 -1667.47755 	1
10000.00000 	 7000.00000 	 0.02200 	 -1445.88327 	1
10000.00000 	 8500.00000 	 0.02200 	 -812.04343 	1
10000.00000 	 10000.00000 	 0.02200 	 -696.18612 	1
12000.00000 	 7000.00000 	 0.02200 	 -1309.41624 	1
12000.00000 	 8500.00000 	 0.02200 	 -1132.14882 	1
12000.00000 	 10000.00000 	 0.02200 	 -421.38988 	1
8000.00000 	 7000.00000 	 0.02200 	 -1022.68008 	2
8000.00000 	 8500.00000 	 0.02200 	 -574.80774 	2
8000.00000 	 10000.00000 	 0.02200 	 109.64063 	2
10000.00000 	 7000.00000 	 0.02200 	 -51.05575 	2
10000.00000 	 8500.00000 	 0.02200 	 -144.82363 	2
10000.00000 	 10000.00000 	 0.02200 	 -405.71005 	2
12000.00000 	 7000.00000 	 0.02200 	 -91.29582 	2
12000.00000 	 8500.00000 	 0.02200 	 -13.56085 	2
12000.00000 	 10000.00000 	 0.02200 	 106.84890 	2
8000.00000 	 7000.00000 	 0.02200 	 -1336.49572 	3
8000.00000 	 8500.00000 	 0.02200 	 106.68934 	3
8000.00000 	 10000.00000 	 0.02200 	 -433.26579 	3
10000.00000 	 7000.00000 	 0.02200 	 -392.11585 	3
10000.00000 	 8500.00000 	 0.02200 	 448.95785 	3
10000.00000 	 10000.00000 	 0.02200 	 -1127.58683 	3
12000.00000 	 7000.00000 	 0.02200 	 -1378.04933 	3
12000.00000 	 8500.00000 	 0.02200 	 -251.10964 	3
12000.00000 	 10000.00000 	 0.02200 	 -1482.34967 	3
