0.100000	0.015243	0.151947
0.200000	0.015147	0.150995
0.300000	0.015053	0.150058
0.400000	0.014960	0.149136
0.500000	0.014868	0.148229
0.600000	0.014778	0.147335
0.700000	0.014689	0.146456
0.800000	0.014602	0.145589
0.900000	0.014516	0.144736
1.000000	0.014431	0.143896
1.100000	0.014348	0.143068
1.200000	0.014266	0.142253
1.300000	0.014185	0.141449
1.400000	0.014105	0.140657
1.500000	0.014027	0.139877
1.600000	0.013949	0.139107
1.700000	0.013873	0.138349
1.800000	0.013797	0.137601
1.900000	0.013723	0.136864
2.000000	0.013650	0.136137
2.100000	0.013578	0.135421
2.200000	0.013507	0.134714
2.300000	0.013436	0.134016
2.400000	0.013367	0.133328
2.500000	0.013299	0.132649
2.600000	0.013231	0.131979
2.700000	0.013165	0.131319
2.800000	0.013099	0.130666
2.900000	0.013034	0.130022
3.000000	0.012970	0.129387
3.100000	0.012907	0.128760
3.200000	0.012845	0.128140
3.300000	0.012783	0.127529
3.400000	0.012723	0.126925
3.500000	0.012663	0.126329
3.600000	0.012603	0.125740
3.700000	0.012545	0.125158
3.800000	0.012487	0.124584
3.900000	0.012430	0.124016
4.000000	0.012374	0.123456
4.100000	0.012318	0.122902
4.200000	0.012263	0.122354
4.300000	0.012208	0.121814
4.400000	0.012155	0.121279
4.500000	0.012101	0.120751
4.600000	0.012049	0.120229
4.700000	0.011997	0.119713
4.800000	0.011946	0.119203
4.900000	0.011895	0.118698
5.000000	0.011845	0.118200
5.100000	0.011795	0.117707
5.200000	0.011746	0.117219
5.300000	0.011698	0.116737
5.400000	0.011650	0.116261
5.500000	0.011602	0.115789
5.600000	0.011556	0.115323
5.700000	0.011509	0.114862
5.800000	0.011463	0.114405
5.900000	0.011418	0.113954
6.000000	0.011373	0.113507
6.100000	0.011329	0.113066
6.200000	0.011285	0.112628
6.300000	0.011241	0.112196
6.400000	0.011198	0.111768
6.500000	0.011156	0.111344
6.600000	0.011113	0.110925
6.700000	0.011072	0.110510
6.800000	0.011030	0.110099
6.900000	0.010990	0.109693
7.000000	0.010949	0.109290
7.100000	0.010909	0.108892
7.200000	0.010869	0.108498
7.300000	0.010830	0.108107
7.400000	0.010791	0.107721
7.500000	0.010753	0.107338
7.600000	0.010715	0.106959
7.700000	0.010677	0.106583
7.800000	0.010640	0.106211
7.900000	0.010603	0.105843
8.000000	0.010566	0.105479
8.100000	0.010530	0.105117
8.200000	0.010494	0.104760
8.300000	0.010458	0.104405
8.400000	0.010423	0.104054
8.500000	0.010388	0.103706
8.600000	0.010353	0.103362
8.700000	0.010319	0.103020
8.800000	0.010285	0.102682
8.900000	0.010251	0.102347
9.000000	0.010218	0.102015
9.100000	0.010185	0.101686
9.200000	0.010152	0.101359
9.300000	0.010120	0.101036
9.400000	0.010088	0.100716
9.500000	0.010056	0.100398
9.600000	0.010024	0.100084
9.700000	0.009993	0.099772
9.800000	0.009962	0.099462
9.900000	0.009931	0.099156
10.000000	0.009900	0.098852
10.100000	0.009870	0.098551
10.200000	0.009840	0.098252
10.300000	0.009810	0.097956
10.400000	0.009781	0.097663
10.500000	0.009752	0.097371
10.600000	0.009723	0.097083
10.700000	0.009694	0.096797
10.800000	0.009665	0.096513
10.900000	0.009637	0.096231
11.000000	0.009609	0.095952
11.100000	0.009581	0.095675
11.200000	0.009554	0.095401
11.300000	0.009526	0.095128
11.400000	0.009499	0.094858
11.500000	0.009472	0.094590
11.600000	0.009446	0.094325
11.700000	0.009419	0.094061
11.800000	0.009393	0.093799
11.900000	0.009367	0.093540
12.000000	0.009341	0.093283
12.100000	0.009315	0.093027
12.200000	0.009290	0.092774
12.300000	0.009265	0.092523
12.400000	0.009240	0.092273
12.500000	0.009215	0.092026
12.600000	0.009190	0.091780
12.700000	0.009166	0.091536
12.800000	0.009142	0.091295
12.900000	0.009117	0.091055
13.000000	0.009094	0.090817
13.100000	0.009070	0.090580
13.200000	0.009046	0.090346
13.300000	0.009023	0.090113
13.400000	0.009000	0.089882
13.500000	0.008977	0.089652
13.600000	0.008954	0.089425
13.700000	0.008931	0.089199
13.800000	0.008909	0.088974
13.900000	0.008886	0.088752
14.000000	0.008864	0.088531
14.100000	0.008842	0.088311
14.200000	0.008820	0.088093
14.300000	0.008799	0.087877
14.400000	0.008777	0.087662
14.500000	0.008756	0.087449
14.600000	0.008734	0.087238
14.700000	0.008713	0.087027
14.800000	0.008692	0.086819
14.900000	0.008672	0.086612
15.000000	0.008651	0.086406
15.100000	0.008630	0.086202
15.200000	0.008610	0.085999
15.300000	0.008590	0.085797
15.400000	0.008570	0.085597
15.500000	0.008550	0.085398
15.600000	0.008530	0.085201
15.700000	0.008510	0.085005
15.800000	0.008491	0.084810
15.900000	0.008471	0.084617
16.000000	0.008452	0.084425
16.100000	0.008433	0.084234
16.200000	0.008414	0.084045
16.300000	0.008395	0.083856
16.400000	0.008376	0.083669
16.500000	0.008358	0.083484
16.600000	0.008339	0.083299
16.700000	0.008321	0.083116
16.800000	0.008302	0.082934
16.900000	0.008284	0.082753
17.000000	0.008266	0.082573
17.100000	0.008248	0.082395
17.200000	0.008231	0.082217
17.300000	0.008213	0.082041
17.400000	0.008195	0.081866
17.500000	0.008178	0.081692
17.600000	0.008161	0.081519
17.700000	0.008143	0.081347
17.800000	0.008126	0.081177
17.900000	0.008109	0.081007
18.000000	0.008092	0.080839
18.100000	0.008075	0.080671
18.200000	0.008059	0.080505
18.300000	0.008042	0.080339
18.400000	0.008026	0.080175
18.500000	0.008009	0.080012
18.600000	0.007993	0.079849
18.700000	0.007977	0.079688
18.800000	0.007961	0.079528
18.900000	0.007945	0.079368
19.000000	0.007929	0.079210
19.100000	0.007913	0.079052
19.200000	0.007897	0.078896
19.300000	0.007882	0.078740
19.400000	0.007866	0.078586
19.500000	0.007851	0.078432
19.600000	0.007836	0.078279
19.700000	0.007820	0.078127
19.800000	0.007805	0.077976
19.900000	0.007790	0.077826
20.000000	0.007775	0.077677
20.100000	0.007760	0.077529
20.200000	0.007745	0.077381
20.300000	0.007731	0.077235
20.400000	0.007716	0.077089
20.500000	0.007702	0.076944
20.600000	0.007687	0.076800
20.700000	0.007673	0.076657
20.800000	0.007659	0.076514
20.900000	0.007644	0.076373
21.000000	0.007630	0.076232
21.100000	0.007616	0.076092
21.200000	0.007602	0.075953
21.300000	0.007588	0.075815
21.400000	0.007575	0.075677
21.500000	0.007561	0.075540
21.600000	0.007547	0.075404
21.700000	0.007534	0.075269
21.800000	0.007520	0.075134
21.900000	0.007507	0.075000
22.000000	0.007493	0.074867
22.100000	0.007480	0.074735
22.200000	0.007467	0.074603
22.300000	0.007454	0.074472
22.400000	0.007441	0.074342
22.500000	0.007428	0.074213
22.600000	0.007415	0.074084
22.700000	0.007402	0.073956
22.800000	0.007389	0.073829
22.900000	0.007377	0.073702
23.000000	0.007364	0.073576
23.100000	0.007351	0.073450
23.200000	0.007339	0.073326
23.300000	0.007326	0.073202
23.400000	0.007314	0.073078
23.500000	0.007302	0.072956
23.600000	0.007289	0.072834
23.700000	0.007277	0.072712
23.800000	0.007265	0.072592
23.900000	0.007253	0.072471
24.000000	0.007241	0.072352
24.100000	0.007229	0.072233
24.200000	0.007217	0.072115
24.300000	0.007206	0.071997
24.400000	0.007194	0.071880
