0.100000	0.019809	0.197417
0.200000	0.019675	0.196086
0.300000	0.019543	0.194777
0.400000	0.019413	0.193489
0.500000	0.019285	0.192222
0.600000	0.019160	0.190975
0.700000	0.019036	0.189747
0.800000	0.018914	0.188539
0.900000	0.018794	0.187350
1.000000	0.018676	0.186180
1.100000	0.018560	0.185027
1.200000	0.018446	0.183892
1.300000	0.018333	0.182773
1.400000	0.018222	0.181672
1.500000	0.018113	0.180587
1.600000	0.018005	0.179518
1.700000	0.017899	0.178465
1.800000	0.017794	0.177426
1.900000	0.017691	0.176403
2.000000	0.017590	0.175395
2.100000	0.017490	0.174400
2.200000	0.017391	0.173420
2.300000	0.017294	0.172453
2.400000	0.017198	0.171500
2.500000	0.017103	0.170560
2.600000	0.017010	0.169632
2.700000	0.016917	0.168718
2.800000	0.016827	0.167815
2.900000	0.016737	0.166925
3.000000	0.016648	0.166046
3.100000	0.016561	0.165179
3.200000	0.016475	0.164323
3.300000	0.016390	0.163479
3.400000	0.016306	0.162645
3.500000	0.016223	0.161822
3.600000	0.016141	0.161009
3.700000	0.016061	0.160207
3.800000	0.015981	0.159415
3.900000	0.015902	0.158632
4.000000	0.015825	0.157860
4.100000	0.015748	0.157096
4.200000	0.015672	0.156342
4.300000	0.015597	0.155598
4.400000	0.015523	0.154862
4.500000	0.015450	0.154135
4.600000	0.015378	0.153417
4.700000	0.015306	0.152707
4.800000	0.015236	0.152005
4.900000	0.015166	0.151312
5.000000	0.015097	0.150627
5.100000	0.015029	0.149949
5.200000	0.014961	0.149280
5.300000	0.014895	0.148618
5.400000	0.014829	0.147963
5.500000	0.014764	0.147316
5.600000	0.014700	0.146676
5.700000	0.014636	0.146043
5.800000	0.014573	0.145418
5.900000	0.014511	0.144799
6.000000	0.014449	0.144187
6.100000	0.014388	0.143581
6.200000	0.014328	0.142982
6.300000	0.014269	0.142390
6.400000	0.014210	0.141803
6.500000	0.014151	0.141223
6.600000	0.014094	0.140649
6.700000	0.014037	0.140082
6.800000	0.013980	0.139520
6.900000	0.013924	0.138963
7.000000	0.013869	0.138413
7.100000	0.013814	0.137868
7.200000	0.013760	0.137329
7.300000	0.013706	0.136795
7.400000	0.013653	0.136267
7.500000	0.013601	0.135744
7.600000	0.013548	0.135226
7.700000	0.013497	0.134714
7.800000	0.013446	0.134206
7.900000	0.013395	0.133703
8.000000	0.013345	0.133206
8.100000	0.013296	0.132713
8.200000	0.013247	0.132225
8.300000	0.013198	0.131741
8.400000	0.013150	0.131262
8.500000	0.013102	0.130788
8.600000	0.013055	0.130318
8.700000	0.013009	0.129853
8.800000	0.012962	0.129392
8.900000	0.012916	0.128936
9.000000	0.012871	0.128483
9.100000	0.012826	0.128035
